line_id, coordinate_x, coordinate_y
3, 5.40185, 2.99908
3, 5.60194, 2.99903
3, 5.80202, 2.99898
3, 6.00211, 2.99893
3, 6.2022, 2.99889
3, 6.40229, 2.99884
3, 6.60238, 2.99879
3, 6.80247, 2.99875
3, 7.00256, 2.9987
3, 7.20265, 2.99866
3, 7.40274, 2.99862
3, 7.60283, 2.99857
3, 7.80292, 2.99853
3, 8.00301, 2.99849
3, 8.2031, 2.99845
3, 8.4032, 2.99841
3, 8.60329, 2.99837
3, 8.80338, 2.99833
3, 9.00348, 2.99829
3, 9.20357, 2.99825
3, 9.40366, 2.99821
3, 9.60376, 2.99818
3, 9.80385, 2.99814
3, 10.004, 2.9981
3, 10.204, 2.99807
3, 10.4041, 2.99803
3, 10.6042, 2.998
3, 10.8043, 2.99796
3, 11.0044, 2.99793
3, 11.2045, 2.99789
3, 11.4046, 2.99786
3, 11.6047, 2.99783
3, 11.8048, 2.9978
3, 12.0049, 2.99776
3, 12.205, 2.99773
3, 12.4051, 2.9977
3, 12.6052, 2.99767
3, 12.8053, 2.99764
3, 13.0054, 2.99761
3, 13.2055, 2.99758
3, 13.4056, 2.99755
3, 13.6057, 2.99753
3, 13.8058, 2.9975
3, 14.006, 2.99747
3, 14.2061, 2.99744
3, 14.4062, 2.99742
3, 14.6063, 2.99739
3, 14.8064, 2.99736
3, 15.0065, 2.99734
3, 15.2066, 2.99731
3, 15.4067, 2.99729
3, 15.6068, 2.99727
3, 15.8069, 2.99724
3, 16.007, 2.99722
3, 16.2071, 2.9972
3, 16.4072, 2.99717
3, 16.6073, 2.99715
3, 16.8074, 2.99713
3, 17.0076, 2.99711
3, 17.2077, 2.99709
3, 17.4078, 2.99707
3, 17.6079, 2.99705
3, 17.808, 2.99703
3, 18.0081, 2.99701
3, 18.2082, 2.99699
3, 18.4083, 2.99697
3, 18.6084, 2.99695
3, 18.8086, 2.99694
3, 19.0087, 2.99692
3, 19.2088, 2.9969
3, 19.4089, 2.99688
3, 19.609, 2.99687
3, 19.8091, 2.99685
4, 0, 4
4, 0.200041, 4
4, 0.400085, 3.99999
4, 0.600131, 3.99999
4, 0.800179, 3.99998
4, 1.00023, 3.99996
4, 1.20028, 3.99994
4, 1.40034, 3.99993
4, 1.6004, 3.9999
4, 1.80045, 3.99988
4, 2.00052, 3.99985
4, 2.20058, 3.99982
4, 2.40064, 3.99978
4, 2.60071, 3.99975
4, 2.80078, 3.99971
4, 3.00085, 3.99967
4, 3.20092, 3.99962
4, 3.401, 3.99958
4, 3.60108, 3.99953
4, 3.80115, 3.99948
4, 4.00124, 3.99942
4, 4.20132, 3.99937
4, 4.4014, 3.99931
4, 4.60149, 3.99925
4, 4.80158, 3.99919
4, 5.00167, 3.99912
4, 5.20176, 3.99906
4, 5.40186, 3.99899
4, 5.60195, 3.99893
4, 5.80205, 3.99887
4, 6.00214, 3.9988
4, 6.20224, 3.99874
4, 6.40233, 3.99868
4, 6.60243, 3.99861
4, 6.80253, 3.99855
4, 7.00263, 3.99849
4, 7.20273, 3.99843
4, 7.40283, 3.99837
4, 7.60293, 3.99831
4, 7.80303, 3.99826
4, 8.00314, 3.9982
4, 8.20324, 3.99814
4, 8.40334, 3.99809
4, 8.60345, 3.99803
4, 8.80355, 3.99798
4, 9.00366, 3.99793
4, 9.20376, 3.99787
4, 9.40387, 3.99782
4, 9.60398, 3.99777
4, 9.80408, 3.99772
4, 10.0042, 3.99767
4, 10.2043, 3.99762
4, 10.4044, 3.99757
4, 10.6045, 3.99752
4, 10.8046, 3.99747
4, 11.0047, 3.99743
4, 11.2048, 3.99738
4, 11.405, 3.99734
4, 11.6051, 3.99729
4, 11.8052, 3.99725
4, 12.0053, 3.9972
4, 12.2054, 3.99716
4, 12.4055, 3.99712
4, 12.6056, 3.99708
4, 12.8058, 3.99704
4, 13.0059, 3.99699
4, 13.206, 3.99695
4, 13.4061, 3.99692
4, 13.6062, 3.99688
4, 13.8063, 3.99684
4, 14.0065, 3.9968
4, 14.2066, 3.99676
4, 14.4067, 3.99673
4, 14.6068, 3.99669
4, 14.8069, 3.99666
4, 15.0071, 3.99662
4, 15.2072, 3.99659
4, 15.4073, 3.99655
4, 15.6074, 3.99652
4, 15.8075, 3.99649
4, 16.0077, 3.99645
4, 16.2078, 3.99642
4, 16.4079, 3.99639
4, 16.608, 3.99636
4, 16.8082, 3.99633
4, 17.0083, 3.9963
4, 17.2084, 3.99627
4, 17.4085, 3.99624
4, 17.6087, 3.99622
4, 17.8088, 3.99619
4, 18.0089, 3.99616
4, 18.209, 3.99614
4, 18.4092, 3.99611
4, 18.6093, 3.99608
4, 18.8094, 3.99606
4, 19.0096, 3.99604
4, 19.2097, 3.99601
4, 19.4098, 3.99599
4, 19.61, 3.99596
4, 19.8101, 3.99594
5, 0, 5
5, 0.200041, 5
5, 0.400084, 4.99999
5, 0.600129, 4.99999
5, 0.800176, 4.99998
5, 1.00023, 4.99996
5, 1.20028, 4.99994
5, 1.40033, 4.99993
5, 1.60038, 4.9999
5, 1.80044, 4.99988
5, 2.0005, 4.99985
5, 2.20056, 4.99982
5, 2.40062, 4.99978
5, 2.60069, 4.99975
5, 2.80076, 4.99971
5, 3.00083, 4.99967
5, 3.2009, 4.99962
5, 3.40097, 4.99958
5, 3.60104, 4.99953
5, 3.80112, 4.99948
5, 4.0012, 4.99943
5, 4.20128, 4.99937
5, 4.40136, 4.99931
5, 4.60145, 4.99925
5, 4.80154, 4.99919
5, 5.00163, 4.99913
5, 5.20172, 4.99906
5, 5.40181, 4.99899
5, 5.6019, 4.99892
5, 5.802, 4.99885
5, 6.0021, 4.99877
5, 6.20219, 4.9987
5, 6.40229, 4.99862
5, 6.6024, 4.99855
5, 6.8025, 4.99847
5, 7.0026, 4.99839
5, 7.20271, 4.99832
5, 7.40281, 4.99824
5, 7.60292, 4.99817
5, 7.80302, 4.99809
5, 8.00313, 4.99802
5, 8.20324, 4.99795
5, 8.40335, 4.99788
5, 8.60346, 4.99781
5, 8.80357, 4.99774
5, 9.00368, 4.99767
5, 9.20379, 4.9976
5, 9.40391, 4.99754
5, 9.60402, 4.99747
5, 9.80414, 4.99741
5, 10.0043, 4.99734
5, 10.2044, 4.99728
5, 10.4045, 4.99722
5, 10.6046, 4.99716
5, 10.8047, 4.99709
5, 11.0048, 4.99703
5, 11.205, 4.99697
5, 11.4051, 4.99692
5, 11.6052, 4.99686
5, 11.8053, 4.9968
5, 12.0054, 4.99675
5, 12.2056, 4.99669
5, 12.4057, 4.99664
5, 12.6058, 4.99658
5, 12.8059, 4.99653
5, 13.0061, 4.99648
5, 13.2062, 4.99643
5, 13.4063, 4.99638
5, 13.6064, 4.99633
5, 13.8066, 4.99628
5, 14.0067, 4.99623
5, 14.2068, 4.99618
5, 14.407, 4.99613
5, 14.6071, 4.99609
5, 14.8072, 4.99604
5, 15.0074, 4.996
5, 15.2075, 4.99595
5, 15.4076, 4.99591
5, 15.6078, 4.99586
5, 15.8079, 4.99582
5, 16.008, 4.99578
5, 16.2082, 4.99574
5, 16.4083, 4.9957
5, 16.6084, 4.99566
5, 16.8086, 4.99562
5, 17.0087, 4.99558
5, 17.2089, 4.99554
5, 17.409, 4.99551
5, 17.6091, 4.99547
5, 17.8093, 4.99544
5, 18.0094, 4.9954
5, 18.2096, 4.99537
5, 18.4097, 4.99533
5, 18.6098, 4.9953
5, 18.81, 4.99527
5, 19.0101, 4.99523
5, 19.2103, 4.9952
5, 19.4104, 4.99517
5, 19.6106, 4.99514
5, 19.8107, 4.99511
6, 0, 6
6, 0.200041, 6
6, 0.400084, 5.99999
6, 0.600129, 5.99999
6, 0.800176, 5.99998
6, 1.00023, 5.99996
6, 1.20028, 5.99994
6, 1.40033, 5.99993
6, 1.60038, 5.9999
6, 1.80044, 5.99988
6, 2.0005, 5.99985
6, 2.20056, 5.99982
6, 2.40062, 5.99978
6, 2.60069, 5.99975
6, 2.80076, 5.99971
6, 3.00083, 5.99967
6, 3.2009, 5.99962
6, 3.40097, 5.99958
6, 3.60104, 5.99953
6, 3.80112, 5.99948
6, 4.0012, 5.99942
6, 4.20127, 5.99937
6, 4.40136, 5.99931
6, 4.60144, 5.99925
6, 4.80152, 5.99919
6, 5.00161, 5.99912
6, 5.2017, 5.99906
6, 5.40179, 5.99899
6, 5.60188, 5.99892
6, 5.80198, 5.99885
6, 6.00207, 5.99877
6, 6.20217, 5.99869
6, 6.40227, 5.99862
6, 6.60237, 5.99854
6, 6.80247, 5.99846
6, 7.00257, 5.99837
6, 7.20268, 5.99829
6, 7.40278, 5.9982
6, 7.60289, 5.99812
6, 7.803, 5.99803
6, 8.00311, 5.99794
6, 8.20322, 5.99785
6, 8.40333, 5.99777
6, 8.60344, 5.99768
6, 8.80355, 5.9976
6, 9.00367, 5.99751
6, 9.20379, 5.99743
6, 9.4039, 5.99735
6, 9.60402, 5.99727
6, 9.80414, 5.99719
6, 10.0043, 5.99711
6, 10.2044, 5.99703
6, 10.4045, 5.99695
6, 10.6046, 5.99688
6, 10.8047, 5.9968
6, 11.0049, 5.99673
6, 11.205, 5.99666
6, 11.4051, 5.99658
6, 11.6052, 5.99651
6, 11.8054, 5.99644
6, 12.0055, 5.99637
6, 12.2056, 5.99631
6, 12.4058, 5.99624
6, 12.6059, 5.99617
6, 12.806, 5.99611
6, 13.0062, 5.99604
6, 13.2063, 5.99598
6, 13.4064, 5.99592
6, 13.6066, 5.99585
6, 13.8067, 5.99579
6, 14.0068, 5.99573
6, 14.207, 5.99567
6, 14.4071, 5.99562
6, 14.6072, 5.99556
6, 14.8074, 5.9955
6, 15.0075, 5.99545
6, 15.2077, 5.99539
6, 15.4078, 5.99534
6, 15.6079, 5.99528
6, 15.8081, 5.99523
6, 16.0082, 5.99518
6, 16.2084, 5.99513
6, 16.4085, 5.99508
6, 16.6087, 5.99503
6, 16.8088, 5.99498
6, 17.009, 5.99493
6, 17.2091, 5.99489
6, 17.4092, 5.99484
6, 17.6094, 5.9948
6, 17.8095, 5.99475
6, 18.0097, 5.99471
6, 18.2098, 5.99466
6, 18.41, 5.99462
6, 18.6101, 5.99458
6, 18.8103, 5.99454
6, 19.0105, 5.9945
6, 19.2106, 5.99446
6, 19.4108, 5.99442
6, 19.6109, 5.99438
6, 19.8111, 5.99435
7, 0, 7
7, 0.200041, 7
7, 0.400084, 6.99999
7, 0.600129, 6.99999
7, 0.800176, 6.99998
7, 1.00023, 6.99996
7, 1.20028, 6.99994
7, 1.40033, 6.99993
7, 1.60038, 6.9999
7, 1.80044, 6.99988
7, 2.0005, 6.99985
7, 2.20055, 6.99982
7, 2.40062, 6.99978
7, 2.60068, 6.99975
7, 2.80074, 6.99971
7, 3.00081, 6.99967
7, 3.20088, 6.99962
7, 3.40095, 6.99958
7, 3.60102, 6.99953
7, 3.8011, 6.99948
7, 4.00117, 6.99942
7, 4.20125, 6.99937
7, 4.40133, 6.99931
7, 4.60141, 6.99925
7, 4.80149, 6.99919
7, 5.00158, 6.99912
7, 5.20166, 6.99906
7, 5.40175, 6.99899
7, 5.60184, 6.99892
7, 5.80193, 6.99885
7, 6.00203, 6.99877
7, 6.20212, 6.99869
7, 6.40222, 6.99862
7, 6.60231, 6.99854
7, 6.80241, 6.99846
7, 7.00251, 6.99837
7, 7.20261, 6.99829
7, 7.40271, 6.9982
7, 7.60282, 6.99811
7, 7.80292, 6.99802
7, 8.00303, 6.99793
7, 8.20314, 6.99784
7, 8.40325, 6.99774
7, 8.60336, 6.99765
7, 8.80348, 6.99755
7, 9.00359, 6.99745
7, 9.20371, 6.99736
7, 9.40382, 6.99726
7, 9.60394, 6.99716
7, 9.80406, 6.99707
7, 10.0042, 6.99697
7, 10.2043, 6.99688
7, 10.4044, 6.99679
7, 10.6045, 6.9967
7, 10.8047, 6.99661
7, 11.0048, 6.99652
7, 11.2049, 6.99643
7, 11.4051, 6.99635
7, 11.6052, 6.99626
7, 11.8053, 6.99618
7, 12.0054, 6.9961
7, 12.2056, 6.99601
7, 12.4057, 6.99593
7, 12.6058, 6.99585
7, 12.806, 6.99578
7, 13.0061, 6.9957
7, 13.2062, 6.99562
7, 13.4064, 6.99555
7, 13.6065, 6.99547
7, 13.8067, 6.9954
7, 14.0068, 6.99533
7, 14.2069, 6.99526
7, 14.4071, 6.99519
7, 14.6072, 6.99512
7, 14.8074, 6.99505
7, 15.0075, 6.99498
7, 15.2076, 6.99492
7, 15.4078, 6.99485
7, 15.6079, 6.99479
7, 15.8081, 6.99473
7, 16.0082, 6.99466
7, 16.2084, 6.9946
7, 16.4085, 6.99454
7, 16.6087, 6.99448
7, 16.8088, 6.99442
7, 17.009, 6.99437
7, 17.2092, 6.99431
7, 17.4093, 6.99425
7, 17.6095, 6.9942
7, 17.8096, 6.99414
7, 18.0098, 6.99409
7, 18.2099, 6.99404
7, 18.4101, 6.99399
7, 18.6103, 6.99394
7, 18.8104, 6.99389
7, 19.0106, 6.99384
7, 19.2107, 6.99379
7, 19.4109, 6.99374
7, 19.6111, 6.9937
7, 19.8112, 6.99365
8, 0, 8
8, 0.200041, 8
8, 0.400084, 7.99999
8, 0.600129, 7.99999
8, 0.800176, 7.99998
8, 1.00023, 7.99996
8, 1.20028, 7.99994
8, 1.40033, 7.99993
8, 1.60038, 7.9999
8, 1.80044, 7.99988
8, 2.0005, 7.99985
8, 2.20055, 7.99982
8, 2.40061, 7.99978
8, 2.60068, 7.99975
8, 2.80074, 7.99971
8, 3.00081, 7.99967
8, 3.20087, 7.99962
8, 3.40094, 7.99958
8, 3.60101, 7.99953
8, 3.80108, 7.99948
8, 4.00115, 7.99942
8, 4.20123, 7.99937
8, 4.40131, 7.99931
8, 4.60138, 7.99925
8, 4.80146, 7.99919
8, 5.00154, 7.99912
8, 5.20163, 7.99906
8, 5.40171, 7.99899
8, 5.6018, 7.99892
8, 5.80189, 7.99885
8, 6.00198, 7.99877
8, 6.20207, 7.99869
8, 6.40216, 7.99862
8, 6.60225, 7.99854
8, 6.80235, 7.99845
8, 7.00245, 7.99837
8, 7.20254, 7.99829
8, 7.40264, 7.9982
8, 7.60274, 7.99811
8, 7.80285, 7.99802
8, 8.00295, 7.99793
8, 8.20306, 7.99784
8, 8.40316, 7.99774
8, 8.60327, 7.99765
8, 8.80338, 7.99755
8, 9.00349, 7.99745
8, 9.2036, 7.99735
8, 9.40372, 7.99725
8, 9.60383, 7.99715
8, 9.80395, 7.99704
8, 10.0041, 7.99694
8, 10.2042, 7.99683
8, 10.4043, 7.99673
8, 10.6044, 7.99663
8, 10.8045, 7.99652
8, 11.0047, 7.99642
8, 11.2048, 7.99632
8, 11.4049, 7.99622
8, 11.605, 7.99612
8, 11.8052, 7.99602
8, 12.0053, 7.99592
8, 12.2054, 7.99583
8, 12.4056, 7.99573
8, 12.6057, 7.99564
8, 12.8058, 7.99555
8, 13.006, 7.99546
8, 13.2061, 7.99537
8, 13.4062, 7.99528
8, 13.6064, 7.9952
8, 13.8065, 7.99511
8, 14.0067, 7.99503
8, 14.2068, 7.99494
8, 14.407, 7.99486
8, 14.6071, 7.99478
8, 14.8072, 7.9947
8, 15.0074, 7.99462
8, 15.2075, 7.99454
8, 15.4077, 7.99446
8, 15.6078, 7.99439
8, 15.808, 7.99432
8, 16.0081, 7.99424
8, 16.2083, 7.99417
8, 16.4084, 7.9941
8, 16.6086, 7.99403
8, 16.8087, 7.99396
8, 17.0089, 7.99389
8, 17.2091, 7.99382
8, 17.4092, 7.99376
8, 17.6094, 7.99369
8, 17.8095, 7.99363
8, 18.0097, 7.99357
8, 18.2099, 7.99351
8, 18.41, 7.99344
8, 18.6102, 7.99338
8, 18.8104, 7.99332
8, 19.0105, 7.99327
8, 19.2107, 7.99321
8, 19.4109, 7.99315
8, 19.611, 7.9931
8, 19.8112, 7.99305
9, 0, 9
9, 0.200041, 9
9, 0.400083, 8.99999
9, 0.600127, 8.99999
9, 0.800173, 8.99998
9, 1.00022, 8.99996
9, 1.20027, 8.99994
9, 1.40032, 8.99992
9, 1.60037, 8.9999
9, 1.80043, 8.99988
9, 2.00049, 8.99985
9, 2.20054, 8.99981
9, 2.4006, 8.99978
9, 2.60067, 8.99975
9, 2.80073, 8.99971
9, 3.0008, 8.99966
9, 3.20086, 8.99962
9, 3.40093, 8.99957
9, 3.601, 8.99953
9, 3.80107, 8.99947
9, 4.00115, 8.99942
9, 4.20122, 8.99936
9, 4.4013, 8.99931
9, 4.60137, 8.99925
9, 4.80145, 8.99918
9, 5.00153, 8.99912
9, 5.20161, 8.99905
9, 5.40169, 8.99898
9, 5.60178, 8.99891
9, 5.80186, 8.99884
9, 6.00195, 8.99876
9, 6.20204, 8.99869
9, 6.40213, 8.99861
9, 6.60222, 8.99853
9, 6.80232, 8.99845
9, 7.00241, 8.99836
9, 7.20251, 8.99828
9, 7.40261, 8.99819
9, 7.6027, 8.9981
9, 7.8028, 8.99801
9, 8.00291, 8.99792
9, 8.20301, 8.99783
9, 8.40311, 8.99774
9, 8.60322, 8.99764
9, 8.80332, 8.99754
9, 9.00343, 8.99744
9, 9.20354, 8.99734
9, 9.40365, 8.99724
9, 9.60376, 8.99714
9, 9.80387, 8.99704
9, 10.004, 8.99693
9, 10.2041, 8.99683
9, 10.4042, 8.99672
9, 10.6043, 8.99661
9, 10.8045, 8.9965
9, 11.0046, 8.99639
9, 11.2047, 8.99628
9, 11.4048, 8.99617
9, 11.6049, 8.99606
9, 11.8051, 8.99595
9, 12.0052, 8.99584
9, 12.2053, 8.99573
9, 12.4054, 8.99562
9, 12.6056, 8.99551
9, 12.8057, 8.99541
9, 13.0058, 8.9953
9, 13.206, 8.9952
9, 13.4061, 8.9951
9, 13.6062, 8.995
9, 13.8064, 8.9949
9, 14.0065, 8.9948
9, 14.2066, 8.99471
9, 14.4068, 8.99461
9, 14.6069, 8.99452
9, 14.8071, 8.99442
9, 15.0072, 8.99433
9, 15.2074, 8.99424
9, 15.4075, 8.99415
9, 15.6077, 8.99407
9, 15.8078, 8.99398
9, 16.0079, 8.9939
9, 16.2081, 8.99381
